x,y,OBJECTID_1,OBJECTID,SETL_CODE,MGLSDE_LOC,MGLSDE_L_1,MGLSDE_L_2,MGLSDE_L_3,MGLSDE_L_4,lat,lon
3900921.057,3821801.234,191,191,649,מייסר,1480,45,ישובים כפריים אחרים לא יהודים,MEISER,32.3405787840484,35.0578893220825
3908704.306,3863771.137,192,192,652,אבטין,1990,45,ישובים כפריים אחרים לא יהודים,IBTIN,32.6957335632496,35.1200539737905
3901800.206,3829764.748,193,193,654,כפר קרע,13100,27,"10000-19999 תושבים,ישובים לא יהודים",KAFAR QARA,32.4079670783461,35.0649131413173
3912657.093,3894506.126,194,194,658,שייח' דנון,2150,28,"2000-9999 תושבים,ישובים לא יהודים",SHEIKH DANNUN,32.9558170334956,35.1516089521590
3895953.199,3801369.631,195,195,661,שער אפרים,932,31,מושבים (כפרים שיתופיים) (ב),SHA'AR EFRAYIM,32.1676839091507,35.0181895029565
3929512.034,3895032.877,196,196,662,חוסן,541,31,מושבים (כפרים שיתופיים) (ב),HOSEN,32.9602744654884,35.2860414237825
3888763.244,3765046.827,197,197,663,טירת יהודה,666,31,מושבים (כפרים שיתופיים) (ב),TIRAT YEHUDA,31.8603156187389,34.9607023322885
3948616.705,3899815.932,198,198,664,כרם בן זמרה,396,31,מושבים (כפרים שיתופיים) (ב),KEREM BEN ZIMRA,33.0007492992155,35.4381820006908
3849474.411,3691523.103,199,199,665,תקומה,421,31,מושבים (כפרים שיתופיים) (ב),TEQUMA,31.2381483050930,34.6459471250185
3879029.441,3667669.594,200,200,666,עומר,5840,18,"2000-9999 תושבים,ישובים יהודים",OMER,31.0362968125690,34.8828196885970
3939929.881,3898198,201,201,667,ברעם,488,33,קיבוצים,BAR'AM,32.9870581480021,35.3690352764421
3847550.252,3697957.107,202,202,668,מפלסים,424,33,קיבוצים,MEFALLESIM,31.2925936824701,34.6305051269351
3890034.004,3746490.403,203,203,670,משמר איילון,396,31,מושבים (כפרים שיתופיים) (ב),MISHMAR AYYALON,31.7032887457787,34.9708652353718
3910237.732,3737641.204,204,204,672,בית נקופה,394,31,מושבים (כפרים שיתופיים) (ב),BET NEQOFA,31.6284056757174,35.1322965376300
3908553.018,3903365.602,205,205,674,לימן,539,31,מושבים (כפרים שיתופיים) (ב),LIMAN,33.0307870673358,35.1188460390400
3888744.623,3847727.53,206,206,675,הבונים,249,32,מושבים שיתופיים,HABONIM,32.5599704706283,34.9605533998175
3829555.967,3678484.621,207,207,676,עין השלושה,340,33,קיבוצים,EN HASHELOSHA,31.1278149831443,34.4859736016441
3922627.28,3862427.03,208,208,677,הסוללים,557,33,קיבוצים,HASOLELIM,32.6843595542906,35.2311531592908
3963050.978,3856377.918,209,209,678,מעגן,339,33,קיבוצים,MA'AGAN,32.6331711775372,35.5529635217172
3895412.907,3833310.988,210,210,679,אביאל,366,31,מושבים (כפרים שיתופיים) (ב),AVI'EL,32.4379758171701,35.0138708369700
3895624.617,3811954.008,211,211,680,אומץ,380,31,מושבים (כפרים שיתופיים) (ב),OMEZ,32.2572502821600,35.0155631003476
3879831.75,3773449.483,212,212,681,גבעת שמואל,15200,17,"10000-19999 תושבים,ישובים יהודים",GIV'AT SHEMU'EL,31.9314199868689,34.8892416097975
3903687.009,3846571.126,213,213,682,אליקים,569,35,ישובים כפריים יהודים אחרים,ELYAQIM,32.5501848329309,35.0799856628769
3891451.189,3850668.188,214,214,683,גבע כרמל,635,31,מושבים (כפרים שיתופיים) (ב),GEVA  KARMEL,32.5848546993075,34.9821978838921
3868596.409,3742701.369,215,215,685,בניה,679,31,מושבים (כפרים שיתופיים) (ב),BENAYA,31.6712254498690,34.7992706729898
3889462.082,3785871.936,216,216,686,נווה ימין,946,31,מושבים (כפרים שיתופיים) (ב),NEWE YAMIN,32.0365403980800,34.9662914244743
3890346.055,3846219.654,217,217,687,עין איילה,586,31,מושבים (כפרים שיתופיים) (ב),EN AYYALA,32.5472106368400,34.9733606964256
3951835.44,3902189.422,218,218,688,עלמה,732,31,מושבים (כפרים שיתופיים) (ב),ALMA,33.0208340793224,35.4637898257086
3891605.702,3859384.337,219,219,689,מגדים,707,31,מושבים (כפרים שיתופיים) (ב),MEGADIM,32.6586118925077,34.9834333726997
3869072.295,3729808.428,220,220,690,כפר אחים,390,31,מושבים (כפרים שיתופיים) (ב),KEFAR AHIM,31.5621237074637,34.8030832345211
3866039.926,3723577.524,221,221,692,שפיר,346,31,מושבים (כפרים שיתופיים) (ב),SHAFIR,31.5093969876774,34.7787867348233
3894169.3,3722445.404,222,222,693,"נתיב הל""ה",420,33,קיבוצים,NETIV HALAMED-HE,31.4998168403417,35.0039296619171
3886789.398,3836560.95,223,223,694,מעגן מיכאל,1290,33,קיבוצים,MA'AGAN MIKHA'EL,32.4654774215681,34.9449143077156
3832627.751,3671547.317,224,224,695,מגן,437,33,קיבוצים,MAGEN,31.0691106109938,34.5106619445644
3879484.629,3762010.481,225,225,696,"כפר חב""ד",4220,18,"2000-9999 תושבים,ישובים יהודים",KEFAR HABAD,31.8346216646046,34.8864631983700
3894519.814,3805590.275,226,226,697,בארותיים,508,31,מושבים (כפרים שיתופיים) (ב),BE'EROTAYIM,32.2033995409333,35.0067317161015
3892006.988,3805999.359,227,227,698,בורגתה,857,31,מושבים (כפרים שיתופיים) (ב),BURGETA,32.2068612663601,34.9866420041930
3855674.083,3722355.741,228,228,699,ניר ישראל,604,31,מושבים (כפרים שיתופיים) (ב),NIR YISRA'EL,31.4990580997790,34.6956844088203
3870577.697,3734552.838,229,229,700,חצב,867,31,מושבים (כפרים שיתופיים) (ב),HAZAV,31.6022715230404,34.8151427689586
3950033.513,3870448.511,230,230,701,ארבל,339,31,מושבים (כפרים שיתופיים) (ב),ARBEL,32.7522383700224,35.4494548093824
3965409.403,3858880.714,231,231,702,האון,191,33,קיבוצים,HAON,32.6543501617792,35.5717041315205
3918269.366,3836439.375,232,232,703,גבעת עוז,336,33,קיבוצים,GIV'AT OZ,32.4644486342874,35.1963931919088
3890444.335,3771341.638,233,233,705,נחשונים,290,33,קיבוצים,NAHSHONIM,31.9135831228478,34.9741466264654
3852044.599,3714577.701,234,234,706,גיאה,493,31,מושבים (כפרים שיתופיים) (ב),GE'A,31.4332393152047,34.6665698003549
3888616.468,3754484.549,235,235,707,כפר דניאל,274,32,מושבים שיתופיים,KEFAR DANIYYEL,31.7709362507480,34.9595284192802
3914276.342,3892514.199,236,236,708,עמקה,523,31,מושבים (כפרים שיתופיים) (ב),AMQA,32.9389610885695,35.1645322775953
3860225.616,3675114.426,237,237,709,תפרח,1190,31,מושבים (כפרים שיתופיים) (ב),TIFRAH,31.0992959486302,34.7321827646294
3914203.658,3734777.851,238,238,710,בית זית,1110,31,מושבים (כפרים שיתופיים) (ב),BET ZAYIT,31.6041756059648,35.1639522229932
3886186.568,3748796.094,239,239,711,עזריה,731,31,מושבים (כפרים שיתופיים) (ב),AZARYA,31.7227997995498,34.9400919746602
3909950.674,3896080.836,240,240,712,בן עמי,403,31,מושבים (כפרים שיתופיים) (ב),BEN AMMI,32.9691424338899,35.1300048460338
3836117.316,3682924.75,241,241,713,רעים,334,33,קיבוצים,RE'IM,31.1653879303909,34.5387003022429
3847953.256,3705696.939,242,242,714,ארז,330,33,קיבוצים,EREZ,31.3580891522420,34.6337395688907
3897250.41,3815273.325,243,243,715,להבות חביבה,265,33,קיבוצים,LAHAVOT HAVIVA,32.2853387722200,35.0285575784864
3893827.037,3791042.097,244,244,716,אייל,385,33,קיבוצים,EYAL,32.0802909700244,35.0011934796187
3890308.967,3781423.694,245,245,717,חגור,588,31,מושבים (כפרים שיתופיים) (ב),HAGOR,31.9988987918300,34.9730641118721
3892712.805,3783439.81,246,246,718,ירחיב,682,31,מושבים (כפרים שיתופיים) (ב),YARHIV,32.0159594313600,34.9922853535560
3964941.116,3856247.273,247,247,719,תל קציר,225,33,קיבוצים,TEL QAZIR,32.6320656447882,35.5679833182326
3860545.471,3740064.472,248,248,720,ניר גלים,547,32,מושבים שיתופיים,NIR GALLIM,31.6489116783232,34.7347471281554
3943366.337,3861734.748,249,249,721,שדה אילן,369,31,מושבים (כפרים שיתופיים) (ב),SEDE ILAN,32.6785013723530,35.3963955021230
3884902.057,3769453.19,250,250,722,מגשימים,679,31,מושבים (כפרים שיתופיים) (ב),MAGSHIMIM,31.8976028321480,34.9298157207091
3852409.454,3688038.85,251,251,723,בית הגדי,619,31,מושבים (כפרים שיתופיים) (ב),BET HAGADDI,31.2086641090687,34.6694969560011
3856289.753,3720797.753,252,252,726,הודייה,556,31,מושבים (כפרים שיתופיים) (ב),HODIYYA,31.4858741993593,34.7006222336990
3869700.64,3731057.248,253,253,727,תלמי יחיאל,562,31,מושבים (כפרים שיתופיים) (ב),TALME YEHI'EL,31.5726913830352,34.8081169958948
3876624.32,3764574.215,254,254,729,משמר השבעה,703,31,מושבים (כפרים שיתופיים) (ב),MISHMAR HASHIV'A,31.8563163106719,34.8635657539623
3957651.37,3888261.429,255,255,730,אליפלט,460,31,מושבים (כפרים שיתופיים) (ב),ELIFELET,32.9029735915446,35.5100425355829
3868799.028,3739504.662,256,256,731,מישר,457,31,מושבים (כפרים שיתופיים) (ב),MESHAR,31.6441744975133,34.8008939734060
3962959.502,3895949.612,257,257,732,משמר הירדן,364,31,מושבים (כפרים שיתופיים) (ב),MISHMAR HAYARDEN,32.9680319944047,35.5522365592111
3895574.419,3809282.013,258,258,734,גן יאשיה,509,31,מושבים (כפרים שיתופיים) (ב),GAN YOSHIYYA,32.2346395067597,35.0151618539083
3879715.339,3746694.78,259,259,735,רמות מאיר,456,31,מושבים (כפרים שיתופיים) (ב),RAMOT ME'IR,31.7050182139191,34.8883098504353
3857603.18,3675280.587,260,260,736,גילת,790,31,מושבים (כפרים שיתופיים) (ב),GILAT,31.1007020299253,34.7111553915577
3894660.625,3807040.276,261,261,737,עולש,709,31,מושבים (כפרים שיתופיים) (ב),OLESH,32.2156696450179,35.0078573463014
3887922.821,3843283.283,262,262,738,דור,321,31,מושבים (כפרים שיתופיים) (ב),DOR,32.5223626729465,34.9539804417128
3860169.479,3731518.601,263,263,739,שדה עוזיהו,1190,31,מושבים (כפרים שיתופיים) (ב),SEDE UZZIYYAHU,31.5765954097501,34.7317326902702
3897152.399,3734668.51,264,264,740,אשתאול,702,31,מושבים (כפרים שיתופיים) (ב),ESHTA'OL,31.6032503482965,35.0277742593188
3904862.927,3736838.907,265,265,741,שואבה,399,31,מושבים (כפרים שיתופיים) (ב),SHO'EVA,31.6216165308926,35.0893781327300
3897425.957,3737413.327,266,266,742,מסילת ציון,585,31,מושבים (כפרים שיתופיים) (ב),MESILLAT ZIYYON,31.6264773418800,35.0299605630240
3888652.353,3748878.253,267,267,743,כפר שמואל,510,31,מושבים (כפרים שיתופיים) (ב),KEFAR SHEMU'EL,31.7234950417270,34.9598154266890
3853587.322,3712977.463,268,268,744,תלמי יפה,129,32,מושבים שיתופיים,TALME YAFE,31.4196978875408,34.6789461415229
3946793.546,3905575.302,269,269,623,יראון,354,33,קיבוצים,YIR'ON,33.0494858405971,35.4236740276749
3893863.954,3800731.123,270,270,638,קלנסווה,15500,27,"10000-19999 תושבים,ישובים לא יהודים",QALANSAWE,32.1622807659343,35.0014886142433
3909189.69,3827872.689,271,271,657,עין א-סהלה,981,45,ישובים כפריים אחרים לא יהודים,        EIN AS-SAHLE,32.3919562275278,35.1239293569583
3887704.079,3760749.156,272,272,673,כפר טרומן,483,31,מושבים (כפרים שיתופיים) (ב),KEFAR TRUMAN,31.8239481653171,34.9522308155877
3919130.828,3843898.692,273,273,684,היוגב,545,31,מושבים (כפרים שיתופיים) (ב),HAYOGEV,32.5275703485143,35.2032654889437
3889595.257,3753895.376,274,274,745,גמזו,658,31,מושבים (כפרים שיתופיים) (ב),GIMZO,31.7659505909290,34.9673564813020
3854520.651,3720030.146,275,275,746,ברכיה,841,31,מושבים (כפרים שיתופיים) (ב),BEREKHYA,31.4793786153936,34.6864328962286
3852604.663,3715878.535,276,276,747,בית שקמה,634,31,מושבים (כפרים שיתופיים) (ב),BET SHIQMA,31.4442471361368,34.6710630455345
3850413.616,3674819.632,277,277,748,מסלול,334,31,מושבים (כפרים שיתופיים) (ב),MASLUL,31.0968013695535,34.6534836372062
3847136.155,3675274.95,278,278,749,פטיש,667,31,מושבים (כפרים שיתופיים) (ב),PATTISH,31.1006543235789,34.6271815333073
3852973.229,3675283.035,279,279,750,פדויים,313,31,מושבים (כפרים שיתופיים) (ב),PEDUYIM,31.1007227383103,34.6740198377684
3900280.444,3736326.241,280,280,751,בית מאיר,527,31,מושבים (כפרים שיתופיים) (ב),BET ME'IR,31.6172782877916,35.0527709190503
3893351.558,3737206.95,281,281,752,תעוז,429,31,מושבים (כפרים שיתופיים) (ב),TA'OZ,31.6247309605007,34.9973922001316
3890606.578,3803689.828,282,282,753,ינוב,692,31,מושבים (כפרים שיתופיים) (ב),YANUV,32.1873177120452,34.9754440380421
3857831.478,3728786.351,283,283,756,בית עזרא,868,31,מושבים (כפרים שיתופיים) (ב),BET EZRA,31.5534747580849,34.7129861317201
3882221.901,3750955.787,284,284,757,מצליח,1030,31,מושבים (כפרים שיתופיים) (ב),MAZLIAH,31.7410754035535,34.9083704908557
3896913.708,3806136.935,285,285,758,יד חנה,117,33,קיבוצים,YAD HANNA,32.2080254481858,35.0258665666300
3880722.678,3745370.111,286,286,759,יציץ,734,31,מושבים (כפרים שיתופיים) (ב),YAZIZ,31.6938086855347,34.8963723485933
3866005.008,3744459.418,287,287,760,בן זכאי,549,31,מושבים (כפרים שיתופיים) (ב),BEN ZAKKAY,31.6861022874665,34.7785069268690
3845451.031,3691700.981,288,288,761,שובה,337,31,מושבים (כפרים שיתופיים) (ב),SHUVA,31.2396535319197,34.6136553270105
3855227.698,3676255.246,289,289,762,בטחה,675,31,מושבים (כפרים שיתופיים) (ב),BITHA,31.1089497220094,34.6921041310204
3860995.368,3733641.207,290,290,763,שתולים,1440,31,מושבים (כפרים שיתופיים) (ב),SHETULIM,31.5945571826398,34.7383539501865
3868938.938,3741190.414,291,291,764,כפר מרדכי,476,31,מושבים (כפרים שיתופיים) (ב),KEFAR MORDEKHAY,31.6584395497429,34.8020148582496
3866152.66,3719063.804,292,292,766,קוממיות,245,31,מושבים (כפרים שיתופיים) (ב),QOMEMIYYUT,31.4712013039043,34.7796901179742
3890766.973,3799738.182,293,293,767,פורת,924,31,מושבים (כפרים שיתופיים) (ב),PORAT,32.1538783686625,34.9767266598775
3845216.209,3711463.748,294,294,768,כרמייה,326,33,קיבוצים,KARMIYYA,31.4068886414167,34.6117703010598
3895250.237,3855657.362,295,295,769,ניר עציון,800,32,מושבים שיתופיים,NIR EZYON,32.6270737382421,35.0125705378608
3907700.773,3726986.937,296,296,771,מבוא ביתר,269,32,מושבים שיתופיים,MEVO BETAR,31.5382478812365,35.1120411017187
3860105.832,3729683.246,297,297,772,אמונים,652,31,מושבים (כפרים שיתופיים) (ב),EMUNIM,31.5610643958408,34.7312224041221
3898509.013,3837506.529,298,298,773,עמיקם,436,31,מושבים (כפרים שיתופיים) (ב),AMMIQAM,32.4734790310876,35.0386159754410
3930922.974,3896436.52,299,299,774,צוריאל,300,31,מושבים (כפרים שיתופיים) (ב),ZURI'EL,32.9721522799264,35.2972860482539
3863312.551,3718126.506,300,300,775,יד נתן,312,31,מושבים (כפרים שיתופיים) (ב),YAD NATAN,31.4632697653529,34.7569286167974
3896980.688,3730252.309,301,301,776,מחסיה,351,31,מושבים (כפרים שיתופיים) (ב),MAHSEYA,31.5658798836727,35.0264018966879
3891109.992,3741155.915,302,302,777,נחשון,383,33,קיבוצים,NAHSHON,31.6581476177680,34.9794695936027
3894141.887,3734900.103,303,303,778,תרום,483,31,מושבים (כפרים שיתופיים) (ב),TARUM,31.6052101221234,35.0037105120579
3911979.76,3730742.673,304,304,779,עמינדב,595,31,מושבים (כפרים שיתופיים) (ב),AMMINADAV,31.5700294065635,35.1462025798725
3913268.824,3731181.055,305,305,780,אורה,795,31,מושבים (כפרים שיתופיים) (ב),ORA,31.5737390569592,35.1564914275259
3911008.071,3732162.47,306,306,783,אבן ספיר,599,31,מושבים (כפרים שיתופיים) (ב),EVEN SAPPIR,31.5820439180542,35.1384461550712
3891194.873,3760099.929,307,307,784,בית נחמיה,632,31,מושבים (כפרים שיתופיים) (ב),BET NEHEMYA,31.8184543227577,34.9801483325152
3916732.275,3882967.398,308,308,785,אחיהוד,650,31,מושבים (כפרים שיתופיים) (ב),AHIHUD,32.8581748126200,35.1841298179759
3947527.255,3870057.668,309,309,786,כפר זיתים,490,31,מושבים (כפרים שיתופיים) (ב),KEFAR ZETIM,32.7489310042012,35.4295128671066
3906438.544,3735335.022,310,310,787,גבעת יערים,925,31,מושבים (כפרים שיתופיים) (ב),GIV'AT YE'ARIM,31.6088904611603,35.1019616499150
3883958.349,3760118.203,311,311,788,זיתן,770,31,מושבים (כפרים שיתופיים) (ב),ZETAN,31.8186089628532,34.9222652110003
3851768.546,3676702.457,312,312,789,רנן,350,31,מושבים (כפרים שיתופיים) (ב),RANNEN,31.1127340739464,34.6643550224128
3854326.648,3718405.592,313,313,791,משען,642,31,מושבים (כפרים שיתופיים) (ב),MASH'EN,31.4656314260755,34.6848767441116
3911325.417,3894485.377,314,314,792,נתיב השיירה,436,31,מושבים (כפרים שיתופיים) (ב),NETIV HASHAYYARA,32.9556414527564,35.1409794195488
3860542.007,3728262.251,315,315,793,גבעתי,717,31,מושבים (כפרים שיתופיים) (ב),GIV'ATI,31.5490397546916,34.7347193547852
3886474.185,3723585.942,316,316,794,עגור,315,31,מושבים (כפרים שיתופיים) (ב),AGUR,31.5094682193053,34.9423927948100
3916826.213,3904273.754,317,317,795,יערה,512,31,מושבים (כפרים שיתופיים) (ב),YA'ARA,33.0384719719470,35.1848793263390
3888553.03,3737693.973,318,318,796,צלפון,603,31,מושבים (כפרים שיתופיים) (ב),ZELAFON,31.6288522085777,34.9590210387162
3881908.176,3760844.275,319,319,797,אחיעזר,1160,31,מושבים (כפרים שיתופיים) (ב),AHI'EZER,31.8247530720513,34.9058599063052
3882723.194,3761775.858,320,320,798,יגל,638,31,מושבים (כפרים שיתופיים) (ב),YAGEL,31.8326362555800,34.9123819513365
3890037.796,3725265.81,321,321,799,זכריה,653,31,מושבים (כפרים שיתופיים) (ב),ZEKHARYA,31.5236834846227,34.9708955625349
3887930.236,3832934.177,322,322,800,בית חנניה,545,31,מושבים (כפרים שיתופיים) (ב),BET HANANYA,32.4347871963223,34.9540397503746
3878247.765,3765848.627,323,323,801,חמד,502,31,מושבים (כפרים שיתופיים) (ב),HEMED,31.8671005569714,34.8765625036526
3889072.153,3767253.699,324,324,802,"גבעת כ""ח",471,31,מושבים (כפרים שיתופיים) (ב),GIV'AT KOAH,31.8789904545480,34.9631729360400
3852683.476,3690418.738,325,325,803,יושיביה,289,31,מושבים (כפרים שיתופיים) (ב),YOSHIVYA,31.2288030282800,34.6716953265306
3885883.088,3754749.738,326,326,804,אחיסמך,1040,31,מושבים (כפרים שיתופיים) (ב),AHISAMAKH,31.7731803101168,34.9376642005234
3892341.156,3730714.739,327,327,805,ישעי,567,31,מושבים (כפרים שיתופיים) (ב),YISH'I,31.5697930254247,34.9893138780937
3922796.848,3588736.167,328,328,806,עין יהב,479,31,מושבים (כפרים שיתופיים) (ב),EN YAHAV,30.3683519010000,35.2325054179696
3890419.905,3807113.545,329,329,807,חניאל,756,31,מושבים (כפרים שיתופיים) (ב),HANNI'EL,32.2162896547929,34.9739512677254
3890505.408,3789199.41,330,330,808,ניר אליהו,358,33,קיבוצים,NIR ELIYYAHU,32.0646979172532,34.9746350123172
3896517.841,3732661.287,331,331,809,נחם,442,31,מושבים (כפרים שיתופיים) (ב),NAHAM,31.5862649671727,35.0227026000761
3894139.606,3845299.548,332,332,810,עופר,331,31,מושבים (כפרים שיתופיים) (ב),OFER,32.5394245767053,35.0036922787190
3851654.771,3695630.525,333,333,811,יכיני,437,31,מושבים (כפרים שיתופיים) (ב),YAKHINI,31.2729058467201,34.6634421841210
3912617.249,3905450.78,334,334,812,שלומי,4930,18,"2000-9999 תושבים,ישובים יהודים",SHELOMI,33.0484321164366,35.1512909300569
3921507.444,3896836.773,335,335,813,עין יעקב,501,31,מושבים (כפרים שיתופיים) (ב),EN YA'AQOV,32.9755392708600,35.2222222727936
3859734.988,3706263.164,336,336,814,תלמים,516,31,מושבים (כפרים שיתופיים) (ב),TELAMIM,31.3628806196013,34.7282491400749
3869493.577,3718626.256,337,337,815,זבדיאל,393,31,מושבים (כפרים שיתופיים) (ב),ZAVDI'EL,31.4674987114223,34.8064582136050
3862479.835,3730706.714,338,338,817,עזריקם,1020,31,מושבים (כפרים שיתופיים) (ב),AZRIQAM,31.5697251214068,34.7502539387436
3867910.622,3721576.003,339,339,818,זרחיה,465,31,מושבים (כפרים שיתופיים) (ב),ZERAHYA,31.4924598532679,34.7937762094814
3867632.284,3725275.606,340,340,819,אביגדור,615,31,מושבים (כפרים שיתופיים) (ב),AVIGEDOR,31.5237663749487,34.7915460968216
3858097.413,3708057.612,341,341,820,חלץ,433,31,מושבים (כפרים שיתופיים) (ב),HELEZ,31.3780654722571,34.7151186390984
3870619.683,3704903.493,342,342,821,אחוזם,377,31,מושבים (כפרים שיתופיים) (ב),AHUZZAM,31.3513749067216,34.8154790946699
3903011.722,3726315.867,343,343,822,מטע,482,31,מושבים (כפרים שיתופיים) (ב),MATTA,31.5325692005698,35.0745914866365
3904148.82,3727863.142,344,344,823,בר גיורא,356,31,מושבים (כפרים שיתופיים) (ב),BAR GIYYORA,31.5456624447796,35.0836744238560
3859309.057,3714768.299,345,345,824,כוכב מיכאל,515,31,מושבים (כפרים שיתופיים) (ב),KOKHAV MIKHA'EL,31.4348521788000,34.7248340901292
3902294.275,3729874.369,346,346,825,נס הרים,502,31,מושבים (כפרים שיתופיים) (ב),NES HARIM,31.5626817053988,35.0688601904758
3869933.501,3709960.512,347,347,826,עוזה,490,31,מושבים (כפרים שיתופיים) (ב),UZA,31.3941680598357,34.8099824104633
3867290.628,3737802.472,348,348,827,נווה מבטח,437,31,מושבים (כפרים שיתופיים) (ב),NEWE MIVTAH,31.6297703482520,34.7888085965930
3879024.026,3752136.82,349,349,828,ישרש,649,31,מושבים (כפרים שיתופיים) (ב),YASHRESH,31.7510694575517,34.8827763432354
3830336.049,3663953.6,350,350,829,מבטחים,319,31,מושבים (כפרים שיתופיים) (ב),MIVTAHIM,31.0048515922582,34.4922438325596
3888449.969,3631252.211,351,351,831,ירוחם,8610,18,"2000-9999 תושבים,ישובים יהודים",YEROHAM,30.7281281903831,34.9581967457551
3935881.075,3834630.709,352,352,833,נורית,0,0,ללא סוג,NURIT,32.4491434725226,35.3367892805844
3877090.271,3765654.933,353,353,836,גנות,450,31,מושבים (כפרים שיתופיים) (ב),GANNOT,31.8654614868927,34.8672961841587
3892924.607,3797730.55,354,354,837,עזריאל,472,31,מושבים (כפרים שיתופיים) (ב),AZRI'EL,32.1368895281762,34.9939787429809
3882995.434,3744662.022,355,355,838,פדיה,519,31,מושבים (כפרים שיתופיים) (ב),PEDAYA,31.6878167458125,34.9145604115234
3883609.467,3745849.865,356,356,839,פתחיה,665,31,מושבים (כפרים שיתופיים) (ב),PETAHYA,31.6978684332581,34.9194736883510
3829416.459,3681479.723,357,357,840,כיסופים,202,33,קיבוצים,KISSUFIM,31.1531599182465,34.4848522053753
3888155.753,3783307.655,358,358,841,אלישמע,825,31,מושבים (כפרים שיתופיים) (ב),ELISHAMA,32.0148411156194,34.9558435336085
3877070.643,3793515.995,359,359,842,געש,504,33,קיבוצים,GA'ASH,32.1012254185800,34.8671390472038
3956906.451,3924311.915,360,360,843,מרגליות,345,31,מושבים (כפרים שיתופיים) (ב),MARGALIYYOT,33.2080374967028,35.5041196704524
3840265.003,3694248.178,361,361,844,נחל עוז,288,33,קיבוצים,NAHAL OZ,31.2612082507040,34.5720158768477
3844193.762,3695641.88,362,362,845,כפר עזה,660,33,קיבוצים,KEFAR AZZA,31.2730019377773,34.6035621895143
3944629.371,3887898.723,363,363,846,שפר,256,31,מושבים (כפרים שיתופיים) (ב),SHEFER,32.8999043283158,35.4064494310700
3866053.89,3739304.784,364,364,848,בית רבן,576,34,ישובים מוסדיים יהודים,BET RABBAN,31.6424831006469,34.7788986385825
3876771.377,3686341.472,365,365,849,דבירה,379,33,קיבוצים,DEVIRA,31.1943006717955,34.8647431145482
3895150.577,3814316.624,366,366,850,אחיטוב,734,31,מושבים (כפרים שיתופיים) (ב),AHITUV,32.2772430452400,35.0117739035218
3896648.019,3803477.506,367,367,851,ניצני עוז,706,31,מושבים (כפרים שיתופיים) (ב),NIZZANE OZ,32.1855210216363,35.0237430539652
3968116.665,3911611.033,368,368,852,גונן,323,33,קיבוצים,GONEN,33.1005609760713,35.5932119692868
3870153.833,3748199.271,369,369,853,גאליה,1070,31,מושבים (כפרים שיתופיים) (ב),GE'ALYA,31.7177494110782,34.8117474193151
3950608.412,3822697.3,370,370,854,רחוב,293,31,מושבים (כפרים שיתופיים) (ב),REHOV,32.3481614097973,35.4540285885201
3894357.687,3746427.772,371,371,856,שעלבים,1280,33,קיבוצים,SHA'ALVIM,31.7027587509170,35.0054356608464
3922374.888,3902917.544,372,372,755,גורן,445,31,מושבים (כפרים שיתופיים) (ב),GOREN,33.0269955423727,35.2291403645912
3867178.21,3739756.893,373,373,765,משגב דב,488,31,מושבים (כפרים שיתופיים) (ב),MISGAV DOV,31.6463089107071,34.7879078363019
3865126.17,3741144.867,374,374,857,כפר אביב,571,31,מושבים (כפרים שיתופיים) (ב),KEFAR AVIV,31.6580541282491,34.7714641424190
3887768.093,3781042.56,375,375,858,נווה ירק,846,31,מושבים (כפרים שיתופיים) (ב),NEWE YARAQ,31.9956735908808,34.9527428368367
3901684.034,3733647.449,376,376,859,כסלון,294,31,מושבים (כפרים שיתופיים) (ב),KESALON,31.5946099989880,35.0639850343566
3958889.859,3901320.245,377,377,861,שדה אליעזר,563,31,מושבים (כפרים שיתופיים) (ב),SEDE ELI'EZER,33.0134789943990,35.5198889459410
3845487.863,3688184.025,378,378,1095,כפר מימון,191,31,מושבים (כפרים שיתופיים) (ב),KEFAR MAYMON,31.2098925940281,34.6139509929524
3863701.868,3723608.32,379,379,1098,מרכז שפירא,2810,18,"2000-9999 תושבים,ישובים יהודים",MERKAZ SHAPPIRA#,31.5096575830377,34.7600490496187
3880456.204,3810836.064,380,380,1102,צוקי ים,256,35,ישובים כפריים יהודים אחרים,ZUQI YAM,32.2477900907409,34.8942396232910
3879911.595,3747386.966,381,381,1103,גני הדר,232,35,ישובים כפריים יהודים אחרים,GANNE HADAR,31.7108755743571,34.8898806918831
3956948.075,3857813.683,382,382,1104,פורייה - כפר עבודה,288,35,ישובים כפריים יהודים אחרים,PORIYYA-KEFAR AVODA,32.6453208074305,35.5044506342728
3956027.082,3861279.203,383,383,1105,פורייה - נווה עובד,888,35,ישובים כפריים יהודים אחרים,PORIYYA-NEWE OVED,32.6746464886364,35.4971273020864
3923163.393,3837488.922,384,384,1108,אומן,449,35,ישובים כפריים יהודים אחרים,OMEN,32.4733300404389,35.2354284536194
3925613.986,3835427.898,385,385,1110,חבר,345,35,ישובים כפריים יהודים אחרים,HEVER,32.4558893871013,35.2549684703476
3926505.892,3873675.75,386,386,1112,יודפת,320,32,מושבים שיתופיים,YODEFAT,32.7795476827901,35.2620791408001
3906760.869,3726164.486,387,387,1113,צור הדסה,3110,18,"2000-9999 תושבים,ישובים יהודים",ZUR HADASSA,31.5312881914420,35.1045356630531
